Organization,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
therma-flite,|Nanotechnology|, Nanotechnology ," 75,00,000 ",operating,USA,CA,SF Bay Area,Benicia,1,1/1/1939,1939-01,1939-Q1,1939,11/17/2013,11/17/2013,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
therma-wave,|Semiconductors|, Semiconductors ," 1,00,60,000 ",operating,USA,CA,SF Bay Area,Fremont,1,1/1/1982,1982-01,1982-Q1,1982,11/18/2005,11/18/2005,0,10060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermalin-diabetes,|Biotechnology|, Biotechnology ," 1,65,70,991 ",operating,USA,OH,Cleveland,Cleveland,6,1/1/2007,2007-01,2007-Q1,2007,3/29/2010,7/28/2014,250000,13795991,0,0,0,2525000,0,0,0,0,0,0,0,2850000,9042094,0,0,0,0,0,0
thermaltherapeuticsystems,|Health Care|, Health Care ," 35,08,462 ",closed,USA,PA,Pittsburgh,Pittsburgh,2,6/1/2006,2006-06,2006-Q2,2006,12/1/2009,11/9/2011,0,3508462,0,0,0,0,0,0,0,0,0,0,0,2700000,0,0,0,0,0,0,0
thermedical,|Biotechnology|, Biotechnology ," 70,00,000 ",operating,USA,MA,Boston,Waltham,2,1/1/2008,2008-01,2008-Q1,2008,3/20/2012,5/15/2013,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
thermoaura,|Biotechnology|, Biotechnology ," 7,50,000 ",operating,USA,NY,"Albany, New York",Troy,1,1/1/2011,2011-01,2011-Q1,2011,11/1/2013,11/1/2013,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0
thermodynamic-process-control,|Hardware + Software|, Hardware + Software ," 1,00,000 ",operating,USA,IN,Indianapolis,Indianapolis,1,1/1/2006,2006-01,2006-Q1,2006,3/3/2010,3/3/2010,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermoenergy,|Clean Technology|, Clean Technology ," 1,93,10,005 ",operating,USA,MA,Worcester,Worcester,4,1/1/1988,1988-01,1988-Q1,1988,8/13/2010,7/27/2012,0,18310005,0,0,0,0,0,1000000,0,0,0,0,0,0,13980005,0,0,0,0,0,0
therox,|Medical Devices|Health Care|, Health Care ," 4,02,69,499 ",operating,USA,CA,Anaheim,Irvine,4,1/1/1994,1994-01,1994-Q1,1994,2/1/2008,8/21/2014,0,30000000,0,0,0,10269499,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0
thesquarefoot,|Office Space|Commercial Real Estate|Real Estate|, Office Space ," 4,65,000 ",operating,USA,NY,New York City,New York,3,12/10/2010,2010-12,2010-Q4,2010,1/7/2013,10/15/2013,40000,0,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thestreet,|Finance|, Finance ," 31,00,000 ",operating,USA,NY,New York City,New York,1,1/1/1996,1996-01,1996-Q1,1996,1/13/2010,1/13/2010,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thetis-pharmaceuticals,|Biotechnology|, Biotechnology ," 74,05,730 ",operating,USA,CT,CT - Other,Southport,2,1/1/2011,2011-01,2011-Q1,2011,8/12/2011,12/18/2012,1740000,5665730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thewrap,|Blogging Platforms|Entertainment|News|, Blogging Platforms ," 35,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,3,8/1/2008,2008-08,2008-Q3,2008,8/11/2008,4/27/2010,500000,3000000,0,0,0,0,0,0,0,0,0,0,0,1000000,2000000,0,0,0,0,0,0
thimble-bioelectronics,|Health Care|, Health Care ," 2,25,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,9/1/2012,2012-09,2012-Q3,2012,5/18/2012,1/16/2014,0,0,0,200000,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
thin-profile-technologies,|Hardware + Software|, Hardware + Software ," 2,50,000 ",operating,USA,MN,Minneapolis,Champlin,2,1/1/2008,2008-01,2008-Q1,2008,7/14/2009,9/29/2010,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinair-wireless,|M2M|Software|,M2M," 1,08,000 ",operating,USA,TX,Houston,Houston,1,11/15/2004,2004-11,2004-Q4,2004,12/3/2009,12/3/2009,0,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinglabs,|Software|, Software ," 36,85,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2,6/1/2009,2009-06,2009-Q2,2009,6/9/2008,10/29/2009,0,3685000,0,0,0,0,0,0,0,0,0,0,0,3685000,0,0,0,0,0,0,0
thingworx,|Software|, Software ," 1,29,99,977 ",acquired,USA,PA,Philadelphia,Downingtown,2,1/1/2009,2009-01,2009-Q1,2009,2/16/2011,2/6/2013,0,12999977,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0
think-big-analytics,|Consulting|Software|Big Data|Analytics|, Big Data ," 42,00,010 ",acquired,USA,CA,SF Bay Area,Mountain View,2,8/1/2010,2010-08,2010-Q3,2010,7/18/2012,2/5/2013,3000000,1200010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think-gaming,|Freemium|Mobile Games|Games|, Games ," 1,20,000 ",operating,USA,NY,New York City,New York,1,1/5/2013,2013-01,2013-Q1,2013,7/16/2014,7/16/2014,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think-realtime,|Advertising|, Advertising ," 2,00,000 ",operating,USA,NJ,Newark,Edison,1,1/1/2009,2009-01,2009-Q1,2009,5/12/2011,5/12/2011,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think-through-learning,|Education|, Education ," 56,00,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,1,4/1/2006,2006-04,2006-Q2,2006,9/5/2013,9/5/2013,0,5600000,0,0,0,0,0,0,0,0,0,0,0,0,5600000,0,0,0,0,0,0
think-upgrade-llc,|Medical|, Medical ,"2,000",operating,USA,GA,Atlanta,Atlanta,1,2/28/2012,2012-02,2012-Q1,2012,8/14/2013,8/14/2013,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think360,|Software|, Software ," 2,00,000 ",operating,USA,TX,Austin,Austin,1,1/1/1990,1990-01,1990-Q1,1990,8/14/2009,8/14/2009,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkcerca,|Startups|Technology|Education|, Education ," 15,00,000 ",operating,USA,IL,Chicago,Chicago,2,1/1/2012,2012-01,2012-Q1,2012,8/7/2012,6/3/2014,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkeco,|Sustainability|Home Automation|Energy Efficiency|Clean Technology|, Sustainability ," 73,35,875 ",operating,USA,NY,New York City,New York,4,11/1/2008,2008-11,2008-Q4,2008,9/23/2009,1/2/2014,0,7335875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkful,|Web Design|Web Development|Education|, Education ," 10,00,000 ",operating,USA,NY,New York City,New York,1,10/1/2012,2012-10,2012-Q4,2012,2/26/2013,2/26/2013,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkfuse,|Finance|Enterprises|Collaboration|Enterprise Software|, Enterprise Software ," 5,32,000 ",acquired,USA,WA,Seattle,Seattle,2,8/1/2010,2010-08,2010-Q3,2010,11/1/2010,3/24/2011,12000,0,0,0,0,0,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkhr,|Mobile|, Mobile ," 30,00,000 ",operating,USA,CA,SF Bay Area,Pleasanton,1,1/1/2005,2005-01,2005-Q1,2005,4/1/2014,4/1/2014,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame-media,|Photo Sharing|Hardware + Software|, Hardware + Software ," 71,00,000 ",operating,USA,MA,Boston,Wellesley,4,1/1/2007,2007-01,2007-Q1,2007,11/9/2007,5/7/2010,0,7100000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
thinking-phone-networks,|Enterprise Software|, Enterprise Software ," 3,11,56,017 ",operating,USA,MA,Boston,Cambridge,4,1/1/2006,2006-01,2006-Q1,2006,8/3/2010,10/15/2013,2886017,28270000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0
thinknear,|Finance|Advertising|, Advertising ," 16,30,000 ",acquired,USA,NY,New York City,New York,2,1/8/2011,2011-01,2011-Q1,2011,1/1/2011,8/13/2011,1630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinknum,|Finance Technology|Analytics|Finance|Software|, Finance Technology ," 10,00,000 ",operating,USA,NY,New York City,New York,1,1/1/2013,2013-01,2013-Q1,2013,7/28/2014,7/28/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinktank-net,|Software|, Software ," 10,00,000 ",operating,USA,CO,Denver,Denver,1,1/1/1986,1986-01,1986-Q1,1986,2/21/2006,2/21/2006,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0
thinkvine,|Digital Media|Services|Analytics|Optimization|Sales and Marketing|Software|, Optimization ," 1,20,00,000 ",operating,USA,OH,Cincinnati,Cincinnati,3,1/1/2009,2009-01,2009-Q1,2009,1/10/2012,5/25/2014,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0
third-age,|Health and Wellness|, Health and Wellness ," 10,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/1996,1996-01,1996-Q1,1996,9/15/2009,9/15/2009,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
third-chicken,|Software|, Software ,"23,100",operating,USA,CO,Denver,Denver,1,1/1/2010,2010-01,2010-Q1,2010,1/14/2011,1/14/2011,0,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
third-solutions,|Software|, Software ," 54,00,000 ",operating,USA,FL,Miami,Miami Beach,2,1/1/2007,2007-01,2007-Q1,2007,12/1/2010,12/1/2012,0,0,0,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
third-wave-technologies,|Biotechnology|, Biotechnology ," 2,50,00,000 ",acquired,USA,WI,Madison,Madison,1,1/1/1993,1993-01,1993-Q1,1993,12/10/2007,12/10/2007,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thirdlove,|Mobile Shopping|Fashion|, Mobile Shopping ," 56,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2012,2012-01,2012-Q1,2012,8/1/2013,8/1/2013,5600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thirdmotion,|Games|, Games ," 1,10,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2009,2009-01,2009-Q1,2009,11/4/2010,11/22/2011,0,11000000,0,0,0,0,0,0,0,0,0,0,0,3500000,7500000,0,0,0,0,0,0
thrsti,|Identity|Blogging Platforms|Social Media|Advertising|, Advertising ," 1,89,500 ",operating,USA,CA,SF Bay Area,Palo Alto,1,4/12/2012,2012-04,2012-Q2,2012,6/26/2013,6/26/2013,189500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thirty-labs,|Video|, Video ," 14,39,960 ",operating,USA,NY,New York City,New York,1,4/11/2014,2014-04,2014-Q2,2014,9/24/2014,9/24/2014,0,0,0,0,0,1439960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this-technology,|Software|, Software ," 75,00,000 ",operating,USA,CO,Denver,Denver,1,1/1/2006,2006-01,2006-Q1,2006,11/15/2012,11/15/2012,0,7500000,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,0,0,0,0
this-week-in,|News|Entertainment|Television|Internet|Audio|Video|Video Streaming|Games|, Entertainment ," 3,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,1,1/2/2010,2010-01,2010-Q1,2010,5/15/2010,5/15/2010,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thisclicks,|Software|, Software ," 40,00,000 ",operating,USA,MN,MN - Other,Beaver Creek,1,1/1/2010,2010-01,2010-Q1,2010,1/8/2014,1/8/2014,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
thislife,|File Sharing|Privacy|Cloud Computing|Storage|Video|Photography|Curated Web|, Photography ," 27,50,000 ",acquired,USA,CA,SF Bay Area,Palo Alto,1,1/1/2010,2010-01,2010-Q1,2010,6/22/2012,6/22/2012,2750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thismoment,|Software|, Software ," 5,19,79,578 ",operating,USA,CA,SF Bay Area,San Francisco,8,4/1/2008,2008-04,2008-Q2,2008,1/1/2008,10/15/2014,0,51979578,0,0,0,0,0,0,0,0,0,0,0,7300000,0,22000000,17600000,0,0,0,0
thisnext,|Social Buying|Social Media|, Social Buying ," 86,99,999 ",operating,USA,CA,Los Angeles,Santa Monica,4,12/1/2005,2005-12,2005-Q4,2005,1/1/2006,1/28/2010,0,8699999,0,0,0,0,0,0,0,0,0,0,0,2500000,5000000,1199999,0,0,0,0,0
thoof,|News|Curated Web|, News ," 10,00,000 ",operating,USA,TX,Austin,Austin,1,12/1/2006,2006-12,2006-Q4,2006,6/1/2007,6/1/2007,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoughtful-media,|Digital Media|, Digital Media ," 30,00,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/2010,2010-01,2010-Q1,2010,5/9/2014,5/9/2014,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoughtful-movers,|Transportation|, Transportation ,"1,100",operating,USA,MD,"Washington, D.C.",Bowie,1,4/25/2013,2013-04,2013-Q2,2013,11/12/2013,11/12/2013,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoughtleadr,|Advertising Platforms|Analytics|, Analytics ," 4,00,000 ",operating,USA,TX,Austin,Austin,1,5/1/2011,2011-05,2011-Q2,2011,5/16/2011,5/16/2011,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoughtly,|Content Syndication|Content Discovery|Machine Learning|Artificial Intelligence|iOS|Software|, Machine Learning ," 1,25,000 ",operating,USA,IL,Chicago,Chicago,1,10/1/2012,2012-10,2012-Q4,2012,12/10/2013,12/10/2013,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thousandeyes,|Enterprise Software|Networking|, Networking ," 2,56,62,497 ",operating,USA,CA,SF Bay Area,San Francisco,3,1/2/2010,2010-01,2010-Q1,2010,10/18/2011,5/8/2014,0,19999997,0,5500000,0,162500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc-betty,|Messaging|, Messaging ," 20,00,000 ",acquired,USA,CA,SF Bay Area,Alamo,2,11/1/2008,2008-11,2008-Q4,2008,6/9/2009,12/22/2009,1500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
threadflip,|E-Commerce|, E-Commerce ," 2,11,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/2011,2011-01,2011-Q1,2011,4/18/2012,7/18/2014,1600000,19500000,0,0,0,0,0,0,0,0,0,0,0,6500000,13000000,0,0,0,0,0,0
threadsy,|Messaging|, Messaging ," 63,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2,6/1/2008,2008-06,2008-Q2,2008,3/27/2008,12/7/2010,0,6300000,0,0,0,0,0,0,0,0,0,0,0,3300000,3000000,0,0,0,0,0,0
threat-stack,|Finance|Cloud Security|SaaS|Security|, Finance ," 39,89,497 ",operating,USA,MA,Boston,Cambridge,4,11/1/2012,2012-11,2012-Q4,2012,1/14/2013,4/16/2014,1318000,2671497,0,0,0,0,0,0,0,0,0,0,0,2671497,0,0,0,0,0,0,0
threatmetrix,|Mobile Security|Cyber|Security|, Mobile Security ," 5,63,51,387 ",operating,USA,CA,SF Bay Area,San Jose,5,1/1/2005,2005-01,2005-Q1,2005,10/3/2009,3/27/2014,151387,56200000,0,0,0,0,0,0,0,0,0,0,0,0,6100000,12100000,18000000,20000000,0,0,0
threatstream,|Security|, Security ," 43,00,000 ",operating,USA,CA,SF Bay Area,Redwood City,2,1/1/2013,2013-01,2013-Q1,2013,1/1/2013,2/20/2014,300000,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
thredup,|Fashion|, Fashion ," 4,61,20,000 ",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/2009,2009-01,2009-Q1,2009,2/24/2010,7/29/2014,0,46120000,0,0,0,0,0,0,0,0,0,0,0,0,7000000,14500000,23000000,0,0,0,0
three-ring,|Education|, Education ," 17,75,000 ",operating,USA,NY,New York City,New York,2,11/1/2011,2011-11,2011-Q4,2011,11/27/2013,9/26/2014,0,1775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three-rings,|Games|, Games ," 70,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,3/30/2001,2001-03,2001-Q1,2001,1/1/2007,3/3/2008,0,7000000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
three-rivers-pharmaceuticals,|Biotechnology|, Biotechnology ," 65,55,000 ",operating,USA,PA,PA - Other,Warrendale,1,1/1/2000,2000-01,2000-Q1,2000,4/21/2009,4/21/2009,0,6555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three-screen-games,|Virtual Goods|Sports|Fantasy Sports|Social Games|Games|, Fantasy Sports ," 5,00,000 ",closed,USA,PA,Philadelphia,Yardley,1,1/1/2009,2009-01,2009-Q1,2009,10/7/2009,10/7/2009,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdmetrics,|Advertising|, Advertising ," 2,25,00,000 ",operating,USA,MD,Baltimore,Columbia,2,1/1/2001,2001-01,2001-Q1,2001,2/13/2006,11/27/2007,0,22500000,0,0,0,0,0,0,0,0,0,0,0,0,7500000,15000000,0,0,0,0,0
threefold-photos,|Curated Web|, Curated Web ," 95,00,000 ",operating,USA,CA,SF Bay Area,Corte Madera,2,1/1/2012,2012-01,2012-Q1,2012,4/1/2012,12/19/2013,0,9500000,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0
threshold-pharmaceuticals,|Health Care|Health and Wellness|Biotechnology|, Health Care ," 5,50,00,000 ",operating,USA,CA,SF Bay Area,South San Francisco,2,1/1/2001,2001-01,2001-Q1,2001,10/7/2009,4/11/2012,0,55000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrill-on,|Outdoors|Social Media|Curated Web|, Curated Web ," 8,00,000 ",operating,USA,MN,Minneapolis,Minneapolis,1,7/1/2012,2012-07,2012-Q3,2012,8/1/2013,8/1/2013,0,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrillist-com,|News|, News ," 1,30,00,000 ",operating,USA,NY,New York City,New York,1,1/1/2004,2004-01,2004-Q1,2004,8/16/2012,8/16/2012,0,13000000,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0
thrive-metrics,|Software|, Software ," 6,00,003 ",operating,USA,NY,Long Island,Jericho,1,1/1/2011,2011-01,2011-Q1,2011,9/16/2013,9/16/2013,0,600003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrivehive,|Email Marketing|Marketing Automation|Internet Marketing|Telecommunications|Small and Medium Businesses|Local Search|Local Advertising|Advertising|, Internet Marketing ," 15,00,000 ",operating,USA,MA,Boston,Cambridge,1,1/1/2011,2011-01,2011-Q1,2011,7/9/2012,7/9/2012,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throwmotion,|Games|, Games ," 3,50,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/2010,2010-01,2010-Q1,2010,1/5/2011,1/5/2011,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thru-inc,|PaaS|SaaS|Cloud Computing|File Sharing|Software|, PaaS ," 1,52,15,000 ",operating,USA,TX,Dallas,Irving,4,2/1/2002,2002-02,2002-Q1,2002,5/22/2002,4/1/2013,1750000,13465000,0,0,0,0,0,0,0,0,0,0,0,2670000,2570000,8225000,0,0,0,0,0
thrupoint,|Software|, Software ," 64,29,018 ",operating,USA,NY,New York City,New York,2,1/1/1996,1996-01,1996-Q1,1996,1/4/2012,12/27/2012,6429018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thubrikar-aortic-valve,|Health and Wellness|, Health and Wellness ," 8,65,000 ",operating,USA,SD,SD - Other,Rapid City,1,1/1/2010,2010-01,2010-Q1,2010,8/26/2011,8/26/2011,0,865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thucy,|Internet|Education|Curated Web|, Education ,"10,000",closed,USA,CA,Los Angeles,Rancho Santa Margarita,1,3/1/2011,2011-03,2011-Q1,2011,9/18/2011,9/18/2011,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opinionaided,|Advice|Polling|Surveys|Law Enforcement|Opinions|Mobile|, Advice ," 1,15,40,578 ",acquired,USA,NY,New York City,New York,4,5/1/2010,2010-05,2010-Q2,2010,3/2/2011,6/5/2013,0,10340578,0,0,0,0,1200000,0,0,0,0,0,0,9840000,0,0,0,0,0,0,0
thumb-arcade,|Public Relations|Brand Marketing|Human Resources|Legal|Android|iPhone|iOS|Apps|Mobile|Games|, Brand Marketing ," 1,00,000 ",operating,USA,NJ,Newark,Westwood,1,4/1/2009,2009-04,2009-Q2,2009,7/1/2010,7/1/2010,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumbplay,|Photography|Media|Cloud Computing|Games|File Sharing|Video|Mobile|Music|, Music ," 4,35,00,019 ",acquired,USA,NY,New York City,New York,4,9/1/2004,2004-09,2004-Q3,2004,10/30/2006,4/21/2010,0,43500019,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,18000000,10500019,0,0
thumbs-up,|Advertising|Television|Social Television|Mobile|, Television ,"50,000",operating,USA,RI,Providence,Providence,1,7/26/2011,2011-07,2011-Q3,2011,4/1/2012,4/1/2012,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumbtack,|Service Providers|Curated Web|, Curated Web ," 14,82,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/2008,2008-01,2008-Q1,2008,6/9/2010,8/20/2014,0,147000000,0,0,0,0,1200000,0,0,0,0,0,0,4500000,12500000,30000000,100000000,0,0,0,0
thuuz,|Mobile|Ediscovery|Television|Sports|, Ediscovery ," 42,00,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1,9/9/2010,2010-09,2010-Q3,2010,9/25/2012,9/25/2012,0,4200000,0,0,0,0,0,0,0,0,0,0,0,4200000,0,0,0,0,0,0,0
thuzio-inc,|E-Commerce|, E-Commerce ," 1,19,58,000 ",operating,USA,NY,New York City,New York,4,1/1/2012,2012-01,2012-Q1,2012,8/29/2012,8/7/2014,0,11958000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0
thwapr,|iPhone|Photo Sharing|Video|Mobile|Photography|, iPhone ," 20,00,000 ",closed,USA,NY,New York City,New York,2,1/1/2007,2007-01,2007-Q1,2007,1/1/2009,1/1/2010,0,1000000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thync,|Consumer Electronics|, Consumer Electronics ," 1,30,00,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1,1/1/2011,2011-01,2011-Q1,2011,10/8/2014,10/8/2014,0,13000000,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0
tibco-software-inc,|Enterprise Software|Software|, Enterprise Software ," 20,00,000 ",acquired,USA,CA,SF Bay Area,Palo Alto,1,1/1/1985,1985-01,1985-Q1,1985,11/27/2009,11/27/2009,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tibersoft,|E-Commerce|, E-Commerce ," 3,90,000 ",operating,USA,MA,Worcester,Westborough,1,1/1/1996,1996-01,1996-Q1,1996,1/14/2005,1/14/2005,0,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tibion-bionic-technologies,|Health Care|, Health Care ," 1,80,38,630 ",acquired,USA,CA,CA - Other,Moffett Field,4,1/1/2002,2002-01,2002-Q1,2002,2/9/2010,7/26/2012,0,16337998,0,0,0,1700632,0,0,0,0,0,0,0,6162998,10175000,0,0,0,0,0,0
ticket-evolution,|Software|, Software ," 52,00,000 ",operating,USA,NY,New York City,New York,2,7/14/2010,2010-07,2010-Q3,2010,10/1/2010,5/21/2012,1700000,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
ticketbud,|Events|Software|, Software ," 12,00,000 ",operating,USA,TX,Austin,Austin,1,4/9/2009,2009-04,2009-Q2,2009,3/24/2011,3/24/2011,0,1200000,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0
ticketfly,|Music|Ticketing|Social Media Marketing|Enterprise Software|, Social Media Marketing ," 3,70,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2/1/2008,2008-02,2008-Q1,2008,4/1/2009,7/25/2012,0,37000000,0,0,0,0,0,0,0,0,0,0,0,3000000,12000000,22000000,0,0,0,0,0
ticketleap,|Events|Ticketing|E-Commerce|, E-Commerce ," 90,02,185 ",operating,USA,PA,Philadelphia,Philadelphia,9,1/1/2003,2003-01,2003-Q1,2003,6/20/2007,4/18/2013,0,4555000,0,0,0,3697185,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ticketsnow,|Auctions|E-Commerce|, Auctions ," 3,40,00,000 ",acquired,USA,IL,Chicago,Rolling Meadows,1,1/1/1992,1992-01,1992-Q1,1992,1/1/2007,1/1/2007,0,34000000,0,0,0,0,0,0,0,0,0,0,0,34000000,0,0,0,0,0,0,0
tidal-petroleum,|Oil & Gas|, Oil & Gas ,"41,700",operating,USA,TX,San Antonio,Schertz,1,1/1/1990,1990-01,1990-Q1,1990,9/23/2014,9/23/2014,41700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tidalwave-trader,|Education|Stock Exchanges|Finance|, Stock Exchanges ," 2,00,000 ",closed,USA,CA,SF Bay Area,Mountain View,1,1/1/2008,2008-01,2008-Q1,2008,1/1/2008,1/1/2008,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tidemark,|Cloud Computing|PaaS|SaaS|Enterprises|Analytics|, Enterprises ," 9,33,70,901 ",operating,USA,CA,SF Bay Area,Redwood City,7,1/1/2009,2009-01,2009-Q1,2009,10/7/2010,4/28/2014,0,93370901,0,0,0,0,0,0,0,0,0,0,0,6300000,4000000,24000000,26000000,32000000,0,0,0
