company_name_id,Total funding,company_name,No of Employees,Revenue,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated,,url,year_founded
demystdata,315000,DemystData,,,New York,New York,us,10001,18568,Private,Banking,Not reported by company,Business to Business,,"DemystData helps leading financial institutions tap into online, social, traditional and internal ""Big Data"" to make better credit decisions. The company’s products enable real-time analysis of both consumer and small business profiles.","DemystData helps financial institutions tap into ""Big Data"" to make better credit decisions. The company’s products enable real-time analysis of consumer and small business profiles.",101+,,,[],,49:29.1,,http://demystdata.com,2011
development-seed,na,Development Seed,,,Washington,Washington DC,us,20001,43840,Private,Biotechnology,"Data analysis for clients, Database licensing, Custom open source software development","Business to Business, Business to Consumer",,"Development Seed is a creative strategy and engineering team that helps empower citizens and organizations with tools and data to solve complex issues and make better decisions. We are an integrated team of strategists, designers, and developers that work to solve the challenging development and governance issues with real solutions.

<p>We are a small team that has implemented some of the largest open data projects in international development. We work together with our partners to solve complex communications challenges using data visualizations, interactive web content, and custom applications. Our work runs the spectrum of identifying key problems, strategizing opportunities, building solutions, and designing communications. At our core, we are engineers building incredibly fast and flexible open source tools that provide the foundation for our solutions. This approach allows us to tackle large scale projects in record time, whether that’s taking the World Bank from concept to site launch with data.worldbank.org, helping Internews and NAI expose patterns of violence against journalists on the ground in Afghanistan, or building open.undp.org, the United Nations Development Programme's flagship project portal.</p>","Development Seed helps governments, NGOs, and development agencies to solve complex issues with open data and open technologies.",NA,,,[],"Development Seed was founded in 2004 and has worked since then to help governments and development agencies to better utilize open source technology and open data. Development Seed has ranged from 3-40 people over that time. Development Seed has created or supported the development of technologies and services ranging from Drupal, OpenStreetMaps, Node.js, Jekyll and Prose, and Mapbox. Recently Mapbox received 10M in investment and spun out into a separate company.",20:38.0,,developmentseed.org,2004
docket-alarm-inc,na,"Docket Alarm, Inc.",,,New York,New York,us,10002,43840,Public,Business Analytics,"Membership fees, Subscriptions","Business to Business, Business to Consumer",Educational opportunity,"Docket Alarms performs full text, advanced legal search across millions of documents and dockets in Federal Courts, Bankruptcy Courts, the ITC, and the PTAB.

We support advanced search queries such as stemming, proximity queries, and robust filtering tools.",Docket Alarm runs full-text searches across millions of law-suits and can deliver real-time alerts to your inbox or mobile device.,10-Jan,"Government Operations, Legal","We take public court dockets and convert them to plain text so they can be used for legal research.  We think the current search systems are terrible and waste time.

Docket Alarm’s proprietary analytics add context and perspective to legal research. No other platform offers data analysis on all PTAB and federal court filings to enhance your search results in real time. Attorneys can aggregate statistics on parties, judges, lawyers, and technological subject matter. These statistics enable attorneys to create their own “predictive analytics,” giving them the ability to predict the outcome of decisions and devise winning strategies.","[u'New or improved product/service', u'New/improved research']","Pricing in $99/mo. for full membership, or a pay as you go option - we get between 50-70k sessions per month.",17:14.8,,www.docketalarm.com,2012
dow-jones--co,5000000,Dow Jones & Co.,,,New York,New York,us,10036,"5,001-10,000",Public,Banking,Not reported by company,"Business to Business, Business to Consumer",,"Dow Jones & Company is a global provider of news and business information, delivering content to consumers and organizations via newspapers, Web sites, apps, video, newsletters, magazines, proprietary databases, conferences, and radio.

<p>Dow Jones' brands include The Wall Street Journal, Barron’s, MarketWatch, Factiva, Dow Jones Risk & Compliance, Dow Jones VentureSource, and DJX. Its information services publish in 13 languages and distribute content in 28 languages, combining technology with news and data to support business decision making.</p>","Dow Jones & Company is a provider of news and business information, delivering content to consumers and organizations via newspapers, Web sites, apps, etc.",NA,"Economics, Finance",,[],,51:22.9,,http://www.dowjones.com,1882
dun--bradstreet,375000000,Dun & Bradstreet,,,Short Hills,New Jersey,us,7078,"1,001-5,000",Public,Business Analytics,"Subscriptions, Credit Risk and Business Insight, Lead generation to other businesses, Data analysis for clients, Database licensing",,,"D&B is a leading source of commercial information and insight on businesses, enabling companies to Decide with Confidence for 172 years. D&B's global commercial database contains more than 225 million business records. The database is enhanced by D&B's proprietary DUNSRight Quality Process, which provides our customers with quality business information to make critical business decisions.

D&B provides solution sets that meet a diverse set of customer needs globally. Customers use D&B Risk Management Solutions to mitigate credit and supplier risk, increase cash flow and drive increased profitability; D&B Sales & Marketing Solutions to increase revenue from new and existing customers; and D&B Internet Solutions to convert prospects into clients faster by enabling business professionals to research companies, executives and industries.","D&B is a global source of business insight, delivered through a commercial database containing information on over 225 million corporate locations in over 190 countries.",101+,,,[],D&B is a publicly held company with published financial and operational information.  See edgar.sec.gov for public filings.,31:48.0,,http://www.dnb.com,1841
earthobserver-app,na,EarthObserver App,,,New York,New York,us,10027,NA,,Biotechnology,Not reported by company,Business to Consumer,,"EarthObserver is a mobile application created at the Lamont-Doherty Earth Observatory of Columbia University in the City of New York specifically for the iPhone®, iPod touch® and iPadTM. 

<p>With EarthObserver we invite you to visit and learn about our planet’s terrestrial landscapes, oceans and seas, frozen ice caps, atmosphere and clouds, geologic terrains, topography, nautical charts, natural hazards, human impacts, and many other earth and environmental science topics as you travel and explore with your finger .</p>",EarthObserver is a mobile application that allows you to explore many other earth and environmental science topics as you travel and explore with your finger.,101+,"Geospatial/Mapping, Weather",,[],,56:23.4,,http://www.earth-observer.org/,2011
eat-shop-sleep,na,Eat Shop Sleep,,,,California,us,22312,NA,NA,E-Commerce Platforms,Not reported by company,Business to Consumer,,"Eat Sleep Shop is an app that allows you to search for places to eat, shop & sleep and then read customer reviews as well as health, safety and labor highlights as a consumer in the know.","Eat Sleep Shop helps consumers search for places to eat, shop & sleep, provides customer reviews and health, safety & labor highlights.",NA,,,[],,16:53.4,,https://itunes.apple.com/us/app/eat-shop-sleep/id465262611,2012
ecodesk,1100000,Ecodesk,,,New York,New York,us,10010,18568,Private,Business Analytics,Not reported by company,"Business to Business, Business to Government",,"Ecodesk is a global supply chain sustainability service provider. At its core is an open cloud-based sustainability platform enabling businesses and organisations to hold their key non-financial metrics in a central location and providing the tool set for detailed analytics of the environmental and social impacts of the supply chain. These analytics enable the benchmarking of suppliers both internal and external to the supply chain and which can greatly reduce inherent risk, identify opportunities and drive efficiency changes.",Ecodesk is a global supply chain sustainability service provider that uses an open cloud-based sustainability platform.,NA,Environment,,[],,36:25.3,,https://www.ecodesk.com,2010
embark,1000000,Embark,,,Cupertino,California,us,95014,43840,Private,E-Commerce Platforms,Not reported by company,Business to Business,,"Embark, Inc. develops mass transit mobile applications for iPhone and Android users. It serves mass transit riders worldwide. The company was formerly known as Pandav Inc. and changed its name to Embark, Inc. in 2012.","Embark makes mass transit simple, providing an accurate, reliable, and interactive transit experience that helps you get where you want to go.",NA,Transportation,,[],,26:14.9,,http://letsembark.com,2011
energy-solutions-forum,9500000,Energy Solutions Forum,,,New York,New York,us,10013,43840,Private,Energy,Subscriptions,Business to Business,,"Energy Solutions Forum (ESF) is an energy policy infotech company. Our data product, EnerKnol, provides energy investors for the first time, access to real-time, comprehensive source of U.S. energy policy information from state, federal, and local regulators, thus driving investments forward by solving the problem of inaccessible fragmented data across 80,000+ government offices. ESF's flagship product, ESF Research, conducts macro- and industry-level analyses around the highly fragmented government regulations and policies that impact energy markets. 

ESF is also the founding sponsor of New York Energy Week, a series of ""for the industry, by the industry"" events, launched to foster collaboration and investment in New York's rapidly growing energy economy. ESF founded the initiative based on the company's broader vision to fuel industry investment through cross-sector data products and research designed for all sectors of the diverse, and often fragmented, energy industry.",Energy Solutions Forum provides the energy industry with U.S. energy and environmental policy information to support growth of domestic energy markets.,101+,,,[],,57:07.9,,energysolforum.com,2011
enervee-corporation,5400000,Enervee Corporation,,,Santa Monica,California,us,90401,43840,Private,Energy,"Advertising, Data analysis for clients, Database licensing, Lead generation to other businesses, Software licensing",Business to Business,,"Enervee is an energy efficiency data and marketing platform, enabling consumers, businesses and governments to purchase the most energy efficient products.

We connect retailers, manufacturers, governments and utilities to provide an integrated product recommendation platform that is distributed via online, in-store, mobile and social channels.

The Enervee Score provides a universal way of comparing a product’s energy efficiency against all models available on the market. It is updated daily and reflects new products as they are introduced.

Through real time analysis of price, energy cost, popularity and market share, our algorithms produce highly targeted recommendations that can be used in email marketing, direct mail advertising and banner ads. The Enervee partner network provides the opportunity to promote energy efficient products directly to millions of customers at the places they already shop.

Enervee provides the following products and services: government market research & compliance, utility rebate & incentive marketing, retail/manufacturer efficiency score cards & digital ads, and corporate procurement & sustainability.","Enervee is an energy efficiency data and marketing platform, enabling consumers, businesses and governments to purchase the most energy efficient products.",10-Jan,,,[],Enervee is a Santa Monica company that is privately funded.,17:13.6,,http://enervee.com,2010
enigmaio,129600000,Enigma.io,,,New York,New York,us,10012,18568,Private,Software,"Subscriptions, API Licenses","Business to Business, Business to Government",,"Enigma.io is a platform that centralizes, mines and relates big public data about companies, people and locations. Offering one of the largest and broadest repositories of public data on the market, Enigma draws together sources as diverse as SEC filings, government spending contracts, liens, patents, asset ownership, bills of lading, and much more. Enigma's web-based application allows users to connect otherwise disparate and unorganized public data and its full-featured APIs empower developers extend their applications.","By harmonizing and indexing the world's public data, Engima empowers professionals to discover hidden facts and connections like never before.",101+,,,[],,01:47.5,,enigma.io,2011
epsilon,na,Epsilon,,,Plano,Texas,us,75024,"5,001-10,000",Public,Software,Not reported by company,Business to Business,,"Epsilon delivers direct-to-customer connections that drive business performance. Epsilon’s integrated solutions leverage the power of rich transactional and demographic marketing data, strategic insights, analytics, creative and robust digital and database marketing technologies to connect brands with consumers both online and offline, increasing engagement to generate measurable marketing outcomes.","Epsilon works with marketers, using customer intelligence to create connections between brands and customers with solutions that integrate data, creativity and robust technologies.",101+,,,[],,15:43.2,,http://www.epsilon.com,1969
equilar,na,Equilar,,,Redwood City,California,us,94063,51-200,Private,Software,Not reported by company,Business to Business,,"Equilar is an independent provider of high-quality executive data, tools, and analysis. We help leaders and companies improve by providing information and tools that strengthen corporate governance, enable broader and deeper board searches and build bridges between people at the top. ","Equilar is an independent provider of high-quality executive data, tools, and analysis.",NA,,,[],,30:13.5,,http://www.equilar.com/,2000
ernst--young-llp,NA,Ernst & Young LLP,,,New York,New York,us,10036,"10,001+",Private,Banking,Not reported by company,Business to Business,,"Ernst & Young provides audit, tax, business risk, technology and security risk services, and human capital services worldwide.","Ernst & Young is a professional services firm that provides assurance, tax, transactions and advisory services to companies.",101+,,,[],,58:17.8,,http://www.ey.com,1998
escholar-llc,na,eScholar LLC.,,,White Plains,New York,us,10605,51-200,Private,Education,"Data analysis for clients, Database licensing","Business to Business, Business to Consumer",,"eScholar’s mission is to enable the education community, including students, to use data to empower individuals to succeed in life. eScholar leverages secure and comprehensive data to help all student attain a personalized education.","eScholar applies research and data to personalize education, helping agencies to more effectively manage and use data to improve quality and effectiveness of educational programs.",,,,[],"eScholar is a private company primarily owned by the founding team. By supporting almost of half of the US education market, eScholar utilizes economies of scale to continue to invest heavily in data security and product innovation.",12:43.2,,http://www.escholar.com,1997
esri,58000000,Esri,,,Redlands,California,us,92373,"1,001-5,000",Private,Biotechnology,"Subscriptions, Software licensing",,,"Esri inspires and enables people to positively impact the future through a deeper, geographic understanding of the changing world around them. At Esri, we believe that geography is at the heart of a more resilient and sustainable future. Governments, industry leaders, academics, and nongovernmental organizations (NGOs) trust us to connect them with the analytic knowledge they need to make these critical decisions that shape the planet.",Esri is the world leader in geographic information systems and has a long history of using open data.,NA,,,[],Esri is a privately held company with over $1B US revenue annually. We have offices and distributors in over 80 countries worldwide. The Esri Partner Network has over 2000 members who develop applications for specific use cases. Esri has consistently maintained a financial posture of zero debt.,17:04.5,,esri.com,1969
everyday-health,92700000,Everyday Health,,,New York,New York,us,10014,"501-1,000",Private,E-Commerce Platforms,Not reported by company,Business to Consumer,,Everyday Health is a provider of digital health and wellness solutions. Everyday Health combines digital content from leading health brands with data and analytics technology to provide a personalized content experience to our users. ,Everyday Health combines digital content from leading health brands with data and analytics technology to provide personalized content experience to our users. ,NA,Agriculture & Food,,[],,06:37.6,,http://www.everydayhealth.com,2002
experian,na,Experian,,,Costa Mesa,California,us,92626,"10,001+",Public,Banking,Not reported by company,"Business to Business, Business to Consumer",,"Experian provides information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions.","Experian provides information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions.",101+,Demographics & Social,,[],,36:02.9,,http://www.experian.com,1980
exversion,na,Exversion,,,,New York,us,,43840,Private,Software,User fees for web or mobile access,Business to Business,,"Exversion aims to improve accessibility and usability of all data. We believe that the future is in comparatively small, well assembled, thoroughly documented data sets. Exversion allows you to search 140,000+ datasets, consume through one API or upload your own data, and collaborate, publish, share or version-control with  your community.","Exversion allows you to search 140,000+ datasets, consume through one API or upload your own data, and collaborate, publish, share or version-control with  your community.",NA,,,[],,11:06.8,,https://exversion.com,2013
factual,104000000,Factual,,,Los Angeles,California,us,90067,51-200,Private,Software,"Advertising, Data analysis for clients, Database licensing, Subscriptions",Business to Business,,"Factual is a data company that helps developers, publishers, and advertisers build more relevant and personalized mobile experiences using the context of location.","Factual is a data company that helps developers, publishers, and advertisers build more relevant and personalized mobile experiences using the context of location.",NA,,,[],,19:06.6,,http://www.factual.com,2007
farmers,15000000,Farmers,,,Los Angeles,California,us,90010,"10,001+",Public,Healthcare and Insurance,Not reported by company,"Business to Business, Business to Consumer",,"Farmers Insurance Group of Companies is a U.S. insurer group of automobiles, homes and small businesses that also provides a wide range of other insurance and financial services products. Farmers Insurance serves more than 10 million households with more than 20 million individual policies across all 50 states.","Farmers Insurance Group insures vehicles, homes and small businesses and provides a wide range of other insurance and financial services products.",NA,Environment,,[],,55:14.8,,http://www.farmers.com,1928
fastcase,na,Fastcase,,,Washington,Washington DC,us,20004,51-200,Private,Business Analytics,Subscriptions,Business to Business,,"Fastcase's mission is to democratize the law and make legal research smarter. Fastcase has created new ways to access the law, with smarter legal research tools and free apps for iOS and Android devices. Fastcase also maintains the Public Library of Law, a free law library for non-lawyers.

<p>Fastcase partners with 24 state bar associations to provide free legal research for their members, and today serve more than 600,000 subscribers.</p>","Fastcase puts the American law library on desktops by providing online access to millions of cases, statutes, and regulations.",NA,,,[],"Fastcase is a private company, so we don't publicly disclose our financials.  But the company has been growing and profitable since 2005.  We raised a modest round of outside financing in 2003, but have scaled the business based on revenues.

Operationally, we are harvesting public law from thousands of websites every day, and keying large volumes of books.  It would be nice if courts and legislatures released their work in structured or consistent data, but they don't, so a lot of our work is collecting and structuring public law in a consistent format.",00:51.8,,fastcase.com,1999
findthebestcom,32000000,FindTheBest.com,,,Santa Barbara,California,us,93108,51-200,Private,E-Commerce Platforms,Advertising,Business to Consumer,,"FindTheBest is a research engine focused on collecting, structuring, and connecting the world’s data — 60+ billion pieces of information to date — to lead people to the best conclusions. FindTheBest’s desktop site, mobile site and embeddable widgets let people thoroughly research all of their options in almost every topic, on one intuitive interface.","FindTheBest's mission is to collect, structure, and connect the world’s data to lead people to the best conclusions.",101+,,,[],"To date, FindTheBest has raised $17M with majority investment from Klein Perkins Caufield Byers & Pritzker Group Venture Capital.",15:37.0,,http://www.findthebest.com,2010
fitch,na,Fitch,,,New York,New York,us,10004,"1,001-5,000",,Banking,Not reported by company,Business to Business,,"Fitch is a global provider of financial information services. Fitch Group is comprised of: Fitch Ratings, a provider of credit ratings and research; Fitch Solutions, a provider of credit market data, analytical tools and risk services; Fitch Learning, a provider of learning and development solutions for the global financial services industry; and Business Monitor International, a provider of country risk and industry analysis specializing in emerging and frontier markets.","Fitch Ratings is a provider of credit ratings, commentary and research.",NA,,,[],,19:19.9,,https://www.fitchratings.com/web/en/dynamic/fitch-home.jsp,1913
flightaware,na,FlightAware,,,Houston,Texas,us,77046,51-200,Private,E-Commerce Platforms,Not reported by company,Business to Business,,"FlightAware provides private aviation flight tracking in over 45 countries across North America, Europe, and Oceania, as well as global solutions for aircraft with datalink (satellite/VHF) via every major provider, including ARINC, Honeywell GDC, Satcom Direct, and UVdatalink. 

<p>FlightAware provides live flight data, airport delays, fuel prices, FBO reservations, weather maps, flight planning, flight routes, oceanic tracks, and navigation charts, as well as aviation news and photos to over three million users a month via the FlightAware.com web site as well as apps for iPhone/iPad, Android, BlackBerry, PlayBook, Symbian, Windows Phone, and Windows 8.</p>

<p>FlightAware also powers operational management and dispatch software, airport flight information displays (FIDS), airport operational tools, third party mobile apps, and provides reporting data to aircraft and airport operators. </p>",FlightAware offers free flight tracking services for both private and commercial air traffic.,NA,Transportation,,[],,21:21.6,,http://www.flightaware.com/,2005
foodtech-connect,500100000,Food+Tech Connect,,,New York,New York,us,11222,43840,Private,Agriculture,Not reported by company,Business to Business,,"Food+Tech Connect is a media and research company building a network for innovators transforming the business of food. Through news, analysis and research, we help people identify and understand market needs, emerging technologies and successful business models. Through events, we connect the leading thinkers and doers from the worlds of food, agriculture, health and technology. Our goal is to accelerate innovation and feed the growing hunger to hack a healthier, more equitable and more profitable future for food.","Food+Tech Connect is a media and research company building a network for innovators transforming the business of food, through news, analysis and research, and events.",NA,Agriculture & Food,,[],,36:13.8,,http://www.foodtechconnect.com,2010
foursquare,390400000,Foursquare,,,New York,New York,us,10012,51-200,Private,E-Commerce Platforms,Not reported by company,Business to Consumer,,"Foursquare makes apps that help people keep up and meet up with friends, and discover great places. Swarm is for people who want the fastest and easiest way to connect with their friends. The Foursquare app is for explorers who want to know about the best spots, and to share what they’ve found with others. ","Foursquare allows consumers to check in at local businesses, to tell their friends where they like to go, and to post tips and photos.",NA,Geospatial/Mapping,,[],"Foursquare is headquartered in downtown New York City, with offices in San Francisco and London.",40:22.5,,https://foursquare.com,2009
fujitsu,na,Fujitsu,,,Sunnyvale,California,us,94089,"10,001+",Private,Software,"ICT Product and Services, Software licensing, Data analysis for clients, Database licensing",,,"Fujitsu is a leading Japanese information and communication technology (ICT) company offering a full range of technology products, solutions and services.  We use our experience and the power of ICT to shape the future of society with our customers.",Fujitsu works to shape the future of society and business by using the power of ICT to contribute to their clients' success.,10-Jan,,,[],"Fujitsu Limited (TSE:6702) reported consolidated revenues of 4.4 trillion yen (US$47 billion) for the fiscal year ended March 31, 2013.

Approximately 170,000 Fujitsu people support customers in more than 100 countries.",04:05.4,,http://www.fujitsu.com/us/,1935
funding-circle,746400000,Funding Circle,,,San Francisco,California,us,94111,51-200,Private,Banking,Not reported by company,Business to Business,,"Funding Circle USA is an online loan marketplace that connects small businesses looking for up to $500K with investors. Funding Circle was founded with the mission of addressing  by connecting investors with small businesses to the benefit of both.

<p>People lend small amounts to multiple creditworthy businesses to spread their risk. In turn, those businesses borrow from a multitude of people through an auction mechanism to get a lower interest rate. Lenders are able to loan specifically to businesses in their community or businesses that meet certain criteria, such as being environmentally friendly.</p>",Funding Circle USA is an online loan marketplace that connects small businesses looking for up to $500K with investors.,101+,Legal,,[],,44:44.5,,https://www.fundingcircle.com,2010
futureadvisor,21500000,FutureAdvisor,,,San Francisco,California,us,94107,18568,Private,Banking,Not reported by company,Business to Consumer,,"FutureAdvisor was founded on the premise that investing for your future does not have to be difficult or expensive; we believe low-cost index investing is the key. FutureAdvisor's algorithm analyzes your existing 401(k), IRA, and other investment accounts and compares them to model portfolios. It then uses that data to recommend how you should allocate your money across various assets classes and suggests specific trades you should make to improve your portfolio diversification and cost efficiency.",FutureAdvisor is an online investment advisor that automatically manages investments and works with existing investments 401(k) plans.,NA,Finance,,[],,47:48.0,,https://www.futureadvisor.com,2010
fuzion-apps-inc,na,"Fuzion Apps, Inc.",,,Sugar Land,Texas,us,77479,43840,Public,E-Commerce Platforms,"Advertising, Lead generation to other businesses, Software licensing, User fees for web or mobile access, Feature upgrades within the app",Business to Business,,"Fuzion Apps' mission is to end the wage gap for women and minorities within 5 years. Our challenge to the wage gap is Aequitas, a mobile cloud solution, that enables users to take control of their career by making informed decisions.","Our challenge to the wage gap is Aequitas, a mobile cloud solution, that enables users to take control of their career by making informed decisions.",NA,,,[],"Past: $0.
Total Outside investment to date: $0
Projected: $
Established first paying customer.",16:36.0,,www.fuzionapps.com,2012
gallup,50000000,Gallup,,,Washington,Washington DC,us,20004,"1,001-5,000",Private,Developer APIs,Not reported by company,Business to Business,,"Gallup consultants help private and public sector organizations boost organic growth through measurement tools, strategic advice, and education. 

<p>Gallup News reports empirical evidence about the world's citizens based on Gallup's continuous polling in 160 countries. The Gallup Business Journal provides hard-hitting articles and insights aimed at helping executives improve business outcomes based on Gallup's experience boosting companies' performance. Gallup also offers books with research on business, leadership, wellbeing, and politics, as well as coursework on the factors that drive individual and organizational performance.</p>","Gallup consultants help private and public sector organizations boost organic growth through measurement tools, strategic advice, and education. ",NA,Demographics & Social,,[],,51:45.8,,http://www.gallup.com,1969
galorath-incorporated,na,Galorath Incorporated,,,El Segundo,California,us,90245,18568,Private,Business Analytics,Software licensing,Business to Business,,"Galorath has invested over two decades of research and development helping organizations better plan and control project costs, quality, duration and risk. Leveraging sophisticated modeling technology and project-applicable knowledge bases, SEER solutions accurately replicate real-world project outcomes more quickly and with greater accuracy than traditional estimating methodologies.",Galorath's SEER tools help remove the risk and uncertainty from projects by providing predictions of their time and cost to develop.,Nov-50,,,[],,44:07.2,,www.galorath.com,1987
genability,3000000,Genability,,,San Francisco,California,us,94105,43840,Private,Energy,"Data analysis for clients, Database licensing",Business to Business,,"Genability is a software company helping New Energy Companies build energy cost savings into their products and services. They include solar developers, energy services firms, EV manufacturers, and the makers of internet connected devices. Genability helps these New Energy Companies build energy intelligence into how their products work and are sold.",Genability helps New Energy companies build energy intelligence into how their products work and are sold.,NA,,,[],,21:17.3,,http://genability.com,2010
geolytics,na,Geolytics,,,Branchburg,New Jersey,us,8876,43840,Private,Software,not reported by company,"Business to Business, Business to Government",,"GeoLytics provides demographic data, census demographics, market research data, and geocoding for social researchers and business marketing. Our software comes with built-in mapping capabilities that create thematic maps for instant spatial display of your demographic information. Business and marketing personnel use GeoLytics data for target marketing, customer profiling, and business site selection. Libraries, universities, and government agencies use GeoLytics for our population estimates, population projections,and GIS data.","GeoLytics provides demographic data, census demographics, market research data, and geocoding for social researchers and business marketing.",101+,Demographics & Social,,[],,34:58.4,,http://www.geolytics.com,1996
geoscape,na,Geoscape,,,Miami,Florida,us,33135,18568,Private,E-Commerce Platforms,not reported by company,Business to Business,,"Geoscape helps clients achieve growth by tapping into America's fast growing Hispanic and multicultural markets. We provide consumer intelligence via strategic business consulting, database-driven analytics and automated systems to help our clients create competitive advantages for business development, marketing and distribution.","Geoscape provides consumer intelligence via strategic business consulting, database-driven analytics and automated systems.",NA,Demographics & Social,,[],,16:59.2,,www.geoscape.com,1995
getraised,na,GetRaised,,,New York,New York,us,10009,43840,Private,Banking,Not reported by company,Business to Consumer,,"GetRaised is a free interface that helps to narrow the wage gap and helps people to get paid more. In order to do so, GetRaised has combined data from the government, users, and current job postings to create a salary engine. With the help of experts from human resources and employment offices, academics, and writers, we’ve created a raise request that is uniquely suited to help you get the raise you want.",GetRaised uses government and other data to tell users whether they are being paid fairly and to help them construct a raise request.,NA,,,[],,20:03.1,,https://getraised.com,2010
github,350000000,GitHub,,,San Francisco,California,us,94107,201-500,Private,Software,Not reported by company,"Business to Business, Business to Consumer, Business to Government, ",,"GitHub is a social network for programmers. The company builds tools that make collaborating and writing software easier, and enable powerful collaboration, code review, and code management for open source and private projects. ",GitHub is at code host with over 9.8 million repositories and tools are open to the community for public projects and secure for private projects.,101+,,,[],,04:22.0,,https://github.com,2008
goodguide,14200000,GoodGuide,,,San Francisco,California,us,94111,18568,Private,E-Commerce Platforms,Not reported by company,Business to Consumer,,"GoodGuide provides the world's largest and most reliable source of information on the health, environmental, and social impacts of products and companies. GoodGuide's mission is to help consumers make purchasing decisions that reflect their preferences and values. We believe that better information can transform the marketplace: as more consumers buy better products, retailers and manufacturers face compelling incentives to make products that are safe, environmentally sustainable and produced using ethical sourcing of raw materials and labor.","GoodGuide provides the world's largest and most reliable source of information on health, environmental, and social impacts of consumer products.",101+,,,[],,59:20.5,,http://www.goodguide.com,2007
google-maps,36100000,Google Maps,,,Mountain View,California,us,94043,"5,001-10,000",Public,Biotechnology,Not reported by company,"Business to Business, Business to Consumer, Business to Government",,"Google Maps is a web mapping service application and technology provided by Google, powering many map-based services, including the Google Maps website, Google Ride Finder, Google Transit, and maps embedded on third-party websites via the Google Maps API.","Google Maps is a web mapping service application and technology provided by Google, powering many map-based services.",NA,Geospatial/Mapping,,[],,35:06.6,,https://www.google.com/maps/about/explore/,2005
google-public-data-explorer,36100000,Google Public Data Explorer,,,Mountain View,California,us,94043,"5,001-10,000",Public,Software,Not reported by company,"Business to Business, Business to Consumer",,"Google Labs' Public Data Explorer makes large datasets easy to explore, visualize and communicate. As the charts and maps animate over time, the changes in the world become easier to understand.","Google Labs' Public Data Explorer makes large datasets easy to explore, visualize and communicate.",101+,,,[],,39:00.8,,https://www.google.com/intl/en/about/,2009
govini,20000000,Govini,,,San Francisco,California,us,94107,18568,Private,Biotechnology,Subscriptions,Business to Business,,"The Government landscape is one of the most highly fragmented markets in the world. Govini takes big data generated by numerous federal, state, and municipal agencies and transforms it into content that is searchable, granular, current, malleable, and structured for analytics. The vast arcane nature of Government spending makes Govini’s suite of online tools highly valuable (indeed mission critical) to all vendors, as it determines the productivity of their sales and marketing organizations. Executives use Govini's subscription-based platform, mission-critical data, and proprietary benchmarks to make informed business decisions about their Government markets, products and client relationships.","Govini transforms big data generated by numerous federal, state, and municipal agencies into tools. analytics and benchmarks that executives need to make informed business decisions.",101+,,,[],Significant investors include Accel Partners.,15:01.9,,http://www.govini.com,2011
graebel-van-lines,na,Graebel Van Lines,,,Aurora,Colorado,us,80011,"1,001-5,000",Private,E-Commerce Platforms,Not reported by company,"Business to Business, Business to Consumer",,"Graebel is a large, independently owned and operated, fully integrated corporate and residential relocation company.","Graebel is a large, independently owned and operated, fully integrated corporate and residential relocation company.",NA,Demographics & Social,,[],,40:13.3,,http://www.graebelmoving.com,1950
granicus,10300000,Granicus,,,San Francisco,California,us,94107,51-200,Private,Biotechnology,Not reported by company,Business to Government,,"Granicus provides cloud-based technologies for government transparency, legislative efficiency, and citizen engagement. Granicus offers a cloud platform and product suites designed specifically to help government agencies establish meaningful connections with citizens.","Granicus provides cloud-based technologies for government transparency, legislative efficiency, and citizen engagement.",101+,Government Operations,,[],,50:19.7,,http://www.granicus.com,1999
greatschools,,GreatSchools,,,San Francisco,California,us,94105,51-200,Nonprofit,Education,"Advertising, Philanthropic grants",Business to Consumer,,"<p>The mission of GreatSchools is to inform, inspire and support families, and help parents get a great education for their children.</p>

<p>We leverage the power of data and digital media to help parents find great schools, solve education-related problems, raise expectations for their children's learning, develop education-related parenting skills, and access helpful resources online and in their community.</p>","GreatSchools is the leading independent source of pre K-12 school performance information, with profiles of 200,000 public, public charter, and private schools.",51-100,,,[],"From our audited financials for the year ended December 31, 2012:
Our total annual support and revenue was $9,623,000.
Earned income (including from advertising and licensing) totaled $2,835,000.
Contributions (including from foundations and individuals) totaled $6,670,000.
Our significant funders include the Laura and John Arnold Foundation, the William and Flora Hewlett Foundation, the David & Lucile Packard Foundation, the Robertson Foundation, and the Walton Family Foundation.",18:48.5,,greatschools.org,1998
